"Book ID","Citation","Page","Tuning","Title"
"Ken_5","Perlman, 2004",54,"gDGBD","Loons on the Pond"
"Ken_3","Perlman, NA",18,"gCGCD","Lord Gordon"
"Mel_Bay_1","Schmitz/Slater, 1994",118,"gCGCD","Lord Inchiquin"
"Ken_5","Perlman, 2004",105,"gDGBD","Lord MacDonald's Reel"
"Dwight","Diller, Web",,"gDGBD","Lost Girl"
"David","Brody, 1985",97,"gDGBD","Louie's First Tune"
"Mel_Bay_1","Schmitz/Slater, 1994",111,"gCGCD","Louie's First Tune"
"Art_2","Rosenbaum, 1968",16,"gDGBD","Lynchburg Town"
"Tim","Jumper, 1977",22,"gDGBD","Lynchburg Town"
"Wayne_1","Erbsen, 2004",24,"gCGCD","Lynchburg Town"
"Ken_5","Perlman, 2004",45,"gCGCD","Mackilmoyle"
"Ken_3","Perlman, NA",22,"gCGCD","MacNab's Hornpipe"
"Ken_5","Perlman, 2004",71,"gCGCD","MacNab's Hornpipe"
"Tim_2","Jumper, 1984",186,"gDGBD","MacPherson's Farewell"
"Mel_Bay_1","Schmitz/Slater, 1994",91,"gDGBD","Maggie Brown's Favorite"
"David","Brody, 1985",98,"gCGCD","Maid behind the Bar, The"
"Ken_5","Perlman, 2004",73,"gCGCD","Maid behind the Bar, The"
"Mel_Bay_1","Schmitz/Slater, 1994",107,"gCGCD","Maid behind the Bar, The"
"Tim_2","Jumper, 1984",87,"gDGBD","Maid of Amsterdam, The"
"David","Brody, 1985",98,"gDGBD","Maid On the Green, The"
"Art_1","Rosenbaum, 1981",84,"gCGCD","Make Me a Pallet"
"Ken_5","Perlman, 2004",61,"gDGBD","Maple Leaf Rag, The"
"Ken_5","Perlman, 2004",101,"gCGCD","Maple Sugar"
"Tim_2","Jumper, 1984",31,"gCGCE","Marching through Georgia"
"Ken_5","Perlman, 2004",51,"gCGCD","Mariner, The"
"Mel_Bay_1","Schmitz/Slater, 1994",123,"gDGBD","Market Town"
"Ken_5","Perlman, 2004",67,"gDGCD","Marquis of Huntley Strathspey, The"
"David","Brody, 1985",99,"gCGCD","Martha Campbell"
"Ken_1","Perlman, 1979",75,"gDGBD","Mason's Apron, The"
"Mel_Bay_1","Schmitz/Slater, 1994",110,"gDGBD","May Terri's Polka"
"Ken_2","Perlman, 1989",49,"gDGBD","May the Circle Be Unbroken"
"Ken_2","Perlman, 1989",174,"f#DF#BD","Meadowlands"
"Tim_2","Jumper, 1984",210,"gDGBD","Mermaid, The"
"David","Brody, 1985",99,"gDGBD","Merrily Kiss the Quaker"
"Ken_5","Perlman, 2004",65,"gDGBD","Merriweather"
"Tim_2","Jumper, 1984",269,"gDGBD","Michael, Row the Boat Ashore"
"Mel_Bay_1","Schmitz/Slater, 1994",128,"gCGCD","Mill, The"
"Ken_3","Perlman, NA",8,"gDGBD","Miller of Drone, The"
"Ken_1","Perlman, 1979",91,"gCGCD","Mineola Rag, The"
"Mel_Bay_1","Schmitz/Slater, 1994",88,"gDGBD","Miss Gordon of Park"
"Ken_5","Perlman, 2004",103,"gDGCD","Miss Johnson of Pittworth"
"Ken_5","Perlman, 2004",63,"gDGCD","Miss Lyall"
"Ken_3","Perlman, NA",11,"gDGCD","Miss Lyle"
,,,,"Miss Mc.. (see Ms McLeod's Reel)"
"John","Burke, 1968",44,"gDGBD","Miss McCloud's Reel"
"Ken_5","Perlman, 2004",100,"gCGCD","Miss Susan Cooper"
"Mel_Bay_1","Schmitz/Slater, 1994",92,"gCGCD","Miss Wedderburn's Reel"
"Art_1","Rosenbaum, 1981",37,"gCGCD","Mississippi Sawyer"
"Brad_1","Leftwich, 1999",73,"gCGCD","Mississippi Sawyer"
"Dan_2","Levenson, 2003",64,"gCGCD","Mississippi Sawyer"
"David","Brody, 1985",101,"gCGCD","Mississippi Sawyer"
"John","Burke, 1968",62,"gCGBD","Mississippi Sawyer"
"Ken_2","Perlman, 1989",78,"gCGBD","Mississippi Sawyer"
"Larry","Peterson, NA",56,"gCGCD","Mississippi Sawyer"
"Mel_Bay_2","Muller/Koehler, 1973",54,"gCGCD","Mississippi Sawyer"
"Miles","Krassen, 1974",26,"gCGCD","Mississippi Sawyer"
"Tim_2","Jumper, 1984",157,"gCGCD","Mississippi Sawyer"
"Wayne_2","Erbsen, 1995",69,"gCGCD","Mississippi Sawyer"
"Art_2","Rosenbaum, 1968",36,"gCGCD","Mole in the Ground"
"Bob","Carlin, 1983",42,"gCGCD","Mole in the Ground"
"Brad_1","Leftwich, 1999",90,"gCGCD","Mole in the Ground"
"Dwight","Diller, Web",,"gCGCD","Mole in the Ground"
"Tim_2","Jumper, 1984",133,"gCGCE","Mole in the Ground"
"David","Brody, 1985",102,"gCGCD","Molly Put the Kettle on"
"David","Brody, 1985",103,"gDGBD","Money Musk"
"Miles","Krassen, 1974",37,"gDGBD","Money Musk"
"Tim_2","Jumper, 1984",70,"gDGBD","Moonshiner, The"
"Tim_2","Jumper, 1984",80,"gDGBD","More Pretty Girls than One"
"David","Brody, 1985",105,"gCGBD","Morgan Magan"
"Mel_Bay_1","Schmitz/Slater, 1994",117,"gCGCD","Morgan Magan"
"David","Brody, 1985",106,"gDGBD","Morning Dew"
"Mel_Bay_1","Schmitz/Slater, 1994",14,"gDGBD","Morning Star, The"
"Ken_1","Perlman, 1979",66,"gCGCD","Morpeth Rant"
"Mel_Bay_1","Schmitz/Slater, 1994",14,"gCGCD","Morpeth's Hornpipe"
"David","Brody, 1985",107,"gCGCD","Morpeth's Rant"
"Larry","Peterson, NA",63,"gCGCD","Morpeth's Rant"
"Mel_Bay_1","Schmitz/Slater, 1994",14,"gCGCD","Morpeth's Rant"
"Mel_Bay_2","Muller/Koehler, 1973",78,"eCGBD","Morpeth's Rant"
"John","Burke, 1968",94,"gCGBD","Mother's Plea, The"
"Tim_2","Jumper, 1984",68,"gDGBD","Mountain Dew"
"Tim_2","Jumper, 1984",64,"gDGBD","Mountain Tay"
,,,,"Mrs. Mc.. (see Ms McLeod's Reel)"
"Ken_5","Perlman, 2004",158,"gCGBD","Mrs. McCloud's Reel (minstrel version)"
"David","Brody, 1985",102,"fCFCD","Ms McLeod's Reel"
"Ken_2","Perlman, 1989",59,"gDGBD","Ms McLeod's Reel"
"Mel_Bay_2","Muller/Koehler, 1973",73,"gDGBD","Ms McLeod's Reel"
"Wayne_2","Erbsen, 1995",104,"fDGCD","Ms McLeod's Reel"
"Wayne_2","Erbsen, 1995",102,"gDGBD","Ms McLeod's Reel"
"Ken_4","Perlman, 1996",28,"gDGBD","Ms. McCloud's Reel"
"David","Brody, 1985",107,"gCGCD","Muddy Roads"
"Wayne_1","Erbsen, 2004",39,"gDGCD","Muley's Daughter"
"Mel_Bay_1","Schmitz/Slater, 1994",95,"gCGCD","Munster Buttermilk, The"
"David","Brody, 1985",108,"gCGCD","Murphy's Hornpipe"
"Ken_1","Perlman, 1979",74,"gDGCD","Musical Priest, The"
"Mel_Bay_1","Schmitz/Slater, 1994",28,"gDGCD","Musical Priest, The"
"Art_1","Rosenbaum, 1981",73,"gCGCD","Muskrat"
"Tim_2","Jumper, 1984",187,"gDGBD","My Johnny Lad"
,,,,"My Love Is.. (see Too Young to Marry)"
"Tim_2","Jumper, 1984",218,"gDGBD","My Old Kentucky Home"
"Tim_2","Jumper, 1984",235,"gDGBD","My Wild Irish Rose"
"Dan_1","Levenson, 2000",28,"gGDGA","Nail That Catfish to a Tree"
"Ken_1","Perlman, 1979",58,"gCGCD","Nancy"
"Mel_Bay_1","Schmitz/Slater, 1994",80,"gCGCD","Nancy"
"Miles","Krassen, 1974",57,"gDGBD","Nancy Ann"
"David","Brody, 1985",108,"fCFCD","Nancy Rowland"
"Tim","Jumper, 1977",44,"gDGBD","Nancy Rowland"
"Ken_4","Perlman, 1996",11,"gCGCD","Napoleon Crossing the Rhine"
"Bob","Carlin, 1983",28,"gDGBD","Natural Bridge Blues"
"Bob","Carlin, 1983",30,"gCGCD","Needle Case"
"Dan_1","Levenson, 2000",29,"gCGCD","Needle Case"
"John","Burke, 1968",85,"gCGCD","Needle Case"
"Ken_2","Perlman, 1989",90,"gCGCD","Needle Case"
"David","Brody, 1985",109,"gCGCD","New Money"
"Brad_1","Leftwich, 1999",74,"gCGCD","New River Train"
"Miles","Krassen, 1974",78,"gCGCD","New River Train"
"Tim_2","Jumper, 1984",120,"gDGBD","New River Train"
"Wayne_1","Erbsen, 2004",29,"gCGCD","New River Train"
"Ken_5","Perlman, 2004",171,"gDGCD","Niel Gow's Lament for His Second Wife"
"Tim_2","Jumper, 1984",76,"gDGBD","Nightingale, The"
"Mel_Bay_1","Schmitz/Slater, 1994",45,"gDGCD","Nine Hundred Miles"
"Tim_2","Jumper, 1984",118,"aDFAD","Nine Hundred Miles"
"Ken_5","Perlman, 2004",190,"gCGCD","Nine Points of Roguery"
"Mel_Bay_1","Schmitz/Slater, 1994",101,"gDGBD","Noel Merrily on High"
"Ken_1","Perlman, 1979",90,"gCGCD","O'Carolan's Concerto"
"Tim_2","Jumper, 1984",264,"gDGBD","Ode to Joy"
"David","Brody, 1985",109,"gCGCD","Off She Goes"
"Mel_Bay_1","Schmitz/Slater, 1994",102,"gCGCD","Off She Goes"
"David","Brody, 1985",110,"gDGBD","Off to California"
"Mel_Bay_1","Schmitz/Slater, 1994",15,"gDGBD","Off to California"
"Mel_Bay_1","Schmitz/Slater, 1994",33,"gCGCD","Oh Come Ye to Zion"
"Tim_2","Jumper, 1984",73,"gDGBD","Oh My Little Darling"
"Tim_2","Jumper, 1984",220,"gDGBD","Oh Susanna"
"Ken_2","Perlman, 1989",39,"gDGBD","Oh Susannah"
"Dan_1","Levenson, 2000",30,"gDGBD","Old Bell Cow"
"Mel_Bay_1","Schmitz/Slater, 1994",22,"gDGBD","Old Bill Cheathum"
"Wayne_1","Erbsen, 2004",25,"gCGCD","Old Blue"
"Brad_1","Leftwich, 1999",43,"gDGBD","Old Bunch of Keys"
"Ken_2","Perlman, 1989",112,"gDGBD","Old Bunch of Keys"
"Tim_2","Jumper, 1984",98,"gDGBD","Old Dan Tucker"
"Tim_2","Jumper, 1984",221,"gDGBD","Old Folks at Home"
"David","Brody, 1985",111,"gCGCD","Old French"
"Ken_1","Perlman, 1979",65,"gCGCD","Old French"
"Dwight","Diller, Web",,"gDGCD","Old Greasy Coat"
"Miles","Krassen, 1974",18,"gCGCD","Old Jack Gillie"
"Miles","Krassen, 1974",53,"gDGBD","Old Jawbone"
"Ken_5","Perlman, 2004",30,"gCGBD","Old Jim River"
"Brad_1","Leftwich, 1999",95,"gCGCD","Old Jimmy Sutton"
"David","Brody, 1985",112,"gCGCD","Old Jimmy Sutton"
"John","Burke, 1968",20,"gCGBD","Old Jimmy Sutton"
"Mel_Bay_2","Muller/Koehler, 1973",24,"gCGBD","Old Jimmy Sutton"
"Mel_Bay_2","Muller/Koehler, 1973",43,"gCGBD","Old Jimmy Sutton"
"Tim_2","Jumper, 1984",158,"gCGBD","Old Jimmy Sutton"
"Art_1","Rosenbaum, 1981",23,"gDGBD","Old Joe Clark"
"Brad_1","Leftwich, 1999",44,"gDGBD","Old Joe Clark"
"David","Brody, 1985",112,"gDGBD","Old Joe Clark"
"John","Burke, 1968",64,"gDGBD","Old Joe Clark"
"Ken_1","Perlman, 1979",15,"gDGBD","Old Joe Clark"
"Ken_5","Perlman, 2004",36,"gDGBD","Old Joe Clark"
"Larry","Peterson, NA",33,"gDGBD","Old Joe Clark"
"Mel_Bay_2","Muller/Koehler, 1973",18,"gDGBD","Old Joe Clark"
"Pete","Seeger, 1962",30,"gDGBD","Old Joe Clark"
"Tim","Jumper, 1977",28,"gDGBD","Old Joe Clark"
"Tim_2","Jumper, 1984",96,"gDGBD","Old Joe Clark"
"Wayne_1","Erbsen, 2004",47,"gDGBD","Old Joe Clark"
"Larry","Peterson, NA",44,"gDGCD","Old Man at the Mill"
"Art_1","Rosenbaum, 1981",37,"gCGCD","Old Molly Hare"
"Brad_1","Leftwich, 1999",76,"gCGCD","Old Molly Hare"
"Dan_2","Levenson, 2003",65,"gCGCD","Old Molly Hare"
"John","Burke, 1968",56,"gCGCD","Old Molly Hare"
"Ken_2","Perlman, 1989",66,"gCGBD","Old Molly Hare"
"Mel_Bay_2","Muller/Koehler, 1973",33,"gCGCD","Old Molly Hare"
"Miles","Krassen, 1974",68,"gCGCD","Old Molly Hare"
"Tim_2","Jumper, 1984",131,"gCGCD","Old Molly Hare"
"Wayne_1","Erbsen, 2004",22,"gCGCD","Old Molly Hare"
"David","Brody, 1985",114,"gDGBD","Old Mother Flanagan"
"Ken_1","Perlman, 1979",26,"gDGBD","Old Mother Flanagan"
"Miles","Krassen, 1974",62,"gDGBD","Old Mother Flanagan"
,,,,"Old Plank Road (see Way down ...)"
"Art_1","Rosenbaum, 1981",45,"f#DF#AD","Old Ruben"
"Art_2","Rosenbaum, 1968",52,"f#DF#AD","Old Ruben"
"Larry","Peterson, NA",73,"f#DF#AD","Old Ruben"
"Tim","Jumper, 1977",31,"gDGBD","Old Smokey"
"Wayne_2","Erbsen, 1995",73,"gCGCD","Old Spinning Wheel, The"
"Pete","Seeger, 1962",20,"gDGBD","Old Time Religion"
"Tim_2","Jumper, 1984",182,"gDGBD","Old Woman from Wexford, The"
"John","Burke, 1968",38,"gCGCD","Omie Wise"
"Ken_2","Perlman, 1989",89,"gCGBD","On the Road to Boston"
"Tim_2","Jumper, 1984",33,"gDGBD","On Top of Old Smoky"
"David","Brody, 1985",114,"fCFCD","One More River to Cross"
"Tim_2","Jumper, 1984",245,"gDGBD","Our Boys Will Shine Tonight"
"Mel_Bay_1","Schmitz/Slater, 1994",72,"gDGBD","Out on the Ocean"
"Ken_5","Perlman, 2004",179,"gDGBD","Over the Briny Ocean"
"Dan_2","Levenson, 2003",66,"gCGCD","Over the Waterfall"
"David","Brody, 1985",115,"gCGCD","Over the Waterfall"
"Ken_5","Perlman, 2004",48,"gCGCD","Over the Waterfall"
"Larry","Peterson, NA",58,"gCGCD","Over the Waterfall"
"Mel_Bay_1","Schmitz/Slater, 1994",103,"gCGCD","Over the Waterfall"
"Mel_Bay_2","Muller/Koehler, 1973",58,"gCGCD","Over the Waterfall"
"Miles","Krassen, 1974",73,"gCGCD","Over the Waterfall"
"Tim_2","Jumper, 1984",159,"gCGCE","Over the Waterfall"
"Mel_Bay_1","Schmitz/Slater, 1994",130,"gDGCD","P Stands for Paddy"
"Mel_Bay_1","Schmitz/Slater, 1994",84,"gCGCD","Paddy Clancy's"
"Ken_4","Perlman, 1996",29,"gCGCD","Paddy on the Railroad"
"Mel_Bay_1","Schmitz/Slater, 1994",127,"gCGCD","Paddy on the Railroad"
"Brad_1","Leftwich, 1999",59,"gDGBD","Paddy on the Turnpike"
"John","Burke, 1968",47,"gDGCD","Paddy on the Turnpike"
"Mel_Bay_2","Muller/Koehler, 1973",49,"gCGCD","Paddy on the Turnpike"
"Tim_2","Jumper, 1984",94,"gDGBD","Paddy West"
"Mel_Bay_1","Schmitz/Slater, 1994",56,"gCGCD","Paddy's Return"
"Mel_Bay_1","Schmitz/Slater, 1994",85,"gCGCD","Patsy Geary's"
"Bob","Carlin, 1983",32,"f#ADAD","Payday"
"Bob","Carlin, 1983",31,"gCGCD","Pays de Haut"
"Ken_2","Perlman, 1989",140,"aDF#AD","Peachbottom Creek"
"David","Brody, 1985",118,"gCGCD","Peter Francisco"
"David","Brody, 1985",118,"gCGCD","Petronella"
"Ken_1","Perlman, 1979",60,"gCGCD","Petronella"
"Mel_Bay_1","Schmitz/Slater, 1994",77,"gCGCD","Petronella"
"Ken_5","Perlman, 2004",189,"gCGCD","Phiddlin' Phil"
,,,,"Pigtown Fling (see Stony Point)"
"Brad_1","Leftwich, 1999",60,"gDGBD","Piney Woods Gal"
"Ken_5","Perlman, 2004",183,"gDGCD","Pipe Major Christie of Wick"
"David","Brody, 1985",119,"gDGCD","Pipe on the Hob"
"Mel_Bay_1","Schmitz/Slater, 1994",94,"gDGCD","Pipe on the Hob"
"Ken_3","Perlman, NA",21,"gCGCD","Plains of Boyle, The"
,,,,"Plank Road (see Way down the ..)"
"David","Brody, 1985",120,"gCGCD","Planxty Drury"
"Mel_Bay_1","Schmitz/Slater, 1994",114,"gDGBD","Planxty George Brabazon"
"David","Brody, 1985",121,"gDGBD","Planxty George Brabizon"
"Mel_Bay_1","Schmitz/Slater, 1994",11,"gDGBD","Planxty George Brabizon"
"David","Brody, 1985",122,"gCGCD","Planxty Irwin"
"Ken_1","Perlman, 1979",89,"gCGCD","Planxty Lord Inchiquin"
"Mel_Bay_1","Schmitz/Slater, 1994",66,"gCGCD","Planxty Madame Maxwell"
"Ken_5","Perlman, 2004",179,"gCGCD","Plaza Polka"
"Brad_1","Leftwich, 1999",46,"gDGBD","Police"
"Mel_Bay_1","Schmitz/Slater, 1994",125,"gDGBD","Polka, A"
"Brad_1","Leftwich, 1999",77,"gCGCD","Polly Put the Kettle On"
"John","Burke, 1968",32,"gCGCD","Polly Put the Kettle On"
"Wayne_1","Erbsen, 2004",31,"gCGCD","Polly Put the Kettle On"
"Tim_2","Jumper, 1984",88,"gDGBD","Polly Wolly Doodle"
"Brad_1","Leftwich, 1999",47,"gDGBD","Poor Ellen Smith"
"Ken_4","Perlman, 1996",16,"gDGCD","Poor Old Woman"
"Wayne_1","Erbsen, 2004",38,"gDGCD","Poor Wayfaring Stranger"
"Ken_2","Perlman, 1989",144,"gCGCD","Possum up a Gum Stump"
"David","Brody, 1985",123,"gDGBD","President Garfield's Hornpipe"
"Ken_1","Perlman, 1979",69,"gBGBD","President Garfield's Hornpipe"
"Ken_3","Perlman, NA",4,"gDGCD","President Garfield's Hornpipe"
"Ken_5","Perlman, 2004",91,"gDGCD","President Garfield's Hornpipe"
"David","Brody, 1985",123,"gDGCD","Pretty Little Dog"
"Miles","Krassen, 1974",40,"gDGCD","Pretty Little Dog"
"Brad_1","Leftwich, 1999",48,"gDGBD","Pretty Little Gal"
"Bob","Carlin, 1983",34,"gDGCD","Pretty Little Indian"
"Art_2","Rosenbaum, 1968",62,"gDGBD","Pretty Little Miss"
"John","Burke, 1968",25,"gCGCD","Pretty Little Widow"
"Mel_Bay_1","Schmitz/Slater, 1994",78,"gDGBD","Pretty Peg"
"Art_2","Rosenbaum, 1968",28,"gDGCD","Pretty Polly"
"Brad_1","Leftwich, 1999",49,"gDGBD","Pretty Polly"
"John","Burke, 1968",88,"gDGCD","Pretty Polly"
"Mel_Bay_1","Schmitz/Slater, 1994",46,"gDGCD","Pretty Polly"
"Mel_Bay_2","Muller/Koehler, 1973",31,"gDGCD","Pretty Polly"
"Tim_2","Jumper, 1984",106,"gDGA#D","Pretty Polly"
"David","Brody, 1985",124,"gCGCD","Prince William"
"Ken_2","Perlman, 1989",130,"gDGBD","Prince William"
"Mel_Bay_1","Schmitz/Slater, 1994",74,"gCGCD","Prince William"
"Ken_5","Perlman, 2004",13,"gCGCD","Puncheon Camps, The"
"Tim_2","Jumper, 1984",249,"gDGBD","Put on Your Old Gray Bonnet"
"Tim_2","Jumper, 1984",252,"gDGBD","Put Your Arms around Me, Honey"
"David","Brody, 1985",125,"gCGCD","Quince Dillon's High D"
"Miles","Krassen, 1974",69,"aDADF#","Quincy Dillon's High D Tune"
"Ken_5","Perlman, 2004",92,"gDGBD","Quindaro Hornpipe, The"
,,,,"Rachel (see Texas Quickstep)"
"Ken_1","Perlman, 1979",48,"gCGCD","Ragtime Annie"
"Tim_2","Jumper, 1984",100,"gDGBD","Railroad Bill"
"Wayne_1","Erbsen, 2004",33,"gDGCD","Rain and Snow"
"David","Brody, 1985",126,"gDGCD","Rakes of Kildare, The"
"Mel_Bay_1","Schmitz/Slater, 1994",59,"gDGCD","Rakes of Kildare, The"
"Tim_2","Jumper, 1984",160,"gDGBD","Rakes of Mallow"
"Ken_1","Perlman, 1979",77,"gCGCD","Rakish Paddy"
"Ken_3","Perlman, NA",12,"gCGCD","Rakish Paddy"
"Mel_Bay_1","Schmitz/Slater, 1994",18,"gCGCD","Rakish Paddy"
"Ken_5","Perlman, 2004",69,"gDGCD","Rasputin's Last Ride"
"Bob","Carlin, 1983",35,"gCGCD","Rat Cheer"
,,,,"Raw Recruit, The (see Green Willis)"
"Mel_Bay_1","Schmitz/Slater, 1994",138,"gDGBD","Reconciliation"
"Miles","Krassen, 1974",44,"gDGBD","Red Fox"
"Art_2","Rosenbaum, 1968",58,"gDGBD","Red Haired Boy"
"David","Brody, 1985",127,"gDGBD","Red Haired Boy"
"Ken_2","Perlman, 1989",60,"gDGBD","Red Haired Boy"
"Larry","Peterson, NA",32,"gDGBD","Red Haired Boy"
"Mel_Bay_1","Schmitz/Slater, 1994",113,"gDGBD","Red Haired Boy"
"Miles","Krassen, 1974",61,"gDGBD","Red Haired Boy"
"Tim_2","Jumper, 1984",161,"gDGBD","Red Haired Boy"
"Mel_Bay_1","Schmitz/Slater, 1994",105,"gCGCD","Red River Valley"
,,,,"Red Rocking Chair (see Sugar Babe)"
"Ken_2","Perlman, 1989",79,"gDGBD","Red Wing"
"Mel_Bay_1","Schmitz/Slater, 1994",76,"gDGBD","Red Wing"
"Tim_2","Jumper, 1984",162,"gDGBD","Red Wing"
"Ken_5","Perlman, 2004",106,"gDGBD","Reel du Cordonnier"
"Mel_Bay_1","Schmitz/Slater, 1994",106,"gDGCD","Return from Fingal"
"Ken_5","Perlman, 2004",157,"gCGCD","Reubin's Train"
"Brad_1","Leftwich, 1999",78,"gCGCD","Richmond Cotillion"
"David","Brody, 1985",130,"gCGCD","Richmond Cotillion"
"John","Burke, 1968",54,"gCGCD","Richmond Cotillion"
"Ken_5","Perlman, 2004",27,"gCGCD","Richmond Cotillion"
"Brad_1","Leftwich, 1999",79,"gCGCD","Rickett's Hornpipe"
"David","Brody, 1985",131,"gCGCD","Rickett's Hornpipe"
"John","Burke, 1968",80,"gCGCD","Rickett's Hornpipe"
"Ken_4","Perlman, 1996",16,"gCGCD","Rickett's Hornpipe"
"Ken_5","Perlman, 2004",137,"gCGCD","Rickett's Hornpipe"
"Miles","Krassen, 1974",67,"gCGBD","Rickett's Hornpipe"
"Ken_2","Perlman, 1989",57,"gDGBD","Riddle Song, The"
"Mel_Bay_1","Schmitz/Slater, 1994",124,"gDGBD","Ride a Mile"
"Ken_1","Perlman, 1979",68,"gDGBD","Rights of Man, The"
"Tim_2","Jumper, 1984",224,"gDGBD","Ring, Ring the Banjo"
"Tim_2","Jumper, 1984",200,"gDGBD","Rio Grande"
"Tim_2","Jumper, 1984",203,"gDGBD","Rise Her Up"
"Art_1","Rosenbaum, 1981",85,"gCGCE","Rise when the Rooster Crows"
"Tim_2","Jumper, 1984",178,"gDGBD","Rising of the Moon, The"
"Mel_Bay_1","Schmitz/Slater, 1994",132,"gCGCD","Road to Boston"
"Ken_5","Perlman, 2004",190,"gCGCD","Road to California"
"Ken_4","Perlman, 1996",22,"gDGBD","Road to Lisdonvarna"
"Mel_Bay_1","Schmitz/Slater, 1994",128,"gDGBD","Road to Lisdonvarna"
"David","Brody, 1985",132,"gDGBD","Road to Lisdoonvarna, The"
"Ken_5","Perlman, 2004",93,"gDGCD","Road to Mexico"
"Brad_1","Leftwich, 1999",80,"gCGCD","Rochester Schottische"
"David","Brody, 1985",133,"gCGCD","Rochester Schottische"
"Dan_2","Levenson, 2003",67,"gCGCD","Rock the Cradle Joe"
"David","Brody, 1985",133,"gCGCD","Rock the Cradle Joe"
"Brad_1","Leftwich, 1999",81,"gCGCD","Rockingham Cindy"
"Art_1","Rosenbaum, 1981",17,"gCGCD","Rocky Island"
"John","Burke, 1968",55,"gCGCD","Rocky Mountain Goat"
"Ken_4","Perlman, 1996",24,"gDGCD","Rocky Road to Dublin, The"
"David","Brody, 1985",134,"gCGCD","Rodney's Glory"
"Tim_2","Jumper, 1984",78,"gDGBD","Roll in My Sweet Baby's Arms"
"Ken_5","Perlman, 2004",109,"gDGBD","Rollin' and Tumblin' Blues"
"Mel_Bay_1","Schmitz/Slater, 1994",56,"gCGCD","Rolling Waves"
"Ken_5","Perlman, 2004",111,"gCGBD","Romanian-Bulgarish"
"David","Brody, 1985",135,"gCGCD","Rose Division"
"David","Brody, 1985",135,"gCGCD","Rose Tree"
"Tim_2","Jumper, 1984",163,"gCGCE","Rose Tree"
"Ken_4","Perlman, 1996",12,"gCGCD","Rose Tree, The"
"Miles","Krassen, 1974",43,"gDGBD","Roundtown Girls"
"David","Brody, 1985",136,"gDGBD","Route, The"
"Tim_2","Jumper, 1984",55,"gDGBD","Roving Gambler"
"Tim_2","Jumper, 1984",194,"gDGBD","Row, Bullies, Row"
"Brad_1","Leftwich, 1999",51,"gDGBD","Ruben"
"Brad_1","Leftwich, 1999",96,"gDGBD#EG#BE","Ruben (Old Time)"
"David","Brody, 1985",136,"gCGCD","Run, Johnny, Run"
"John","Burke, 1968",30,"gDGCD","Run, Nigger, Run"
"Bob","Carlin, 1983",36,"gCGCD","Rye Straw"
"Brad_1","Leftwich, 1999",72,"gCGCD","Rye Straw"
"John","Burke, 1968",33,"gCGCD","Rye Straw"
"Mel_Bay_2","Muller/Koehler, 1973",77,"gDGBD","Sabine's Fancy"
"Tim_2","Jumper, 1984",34,"gDGBD","Sacramento"
"Bob","Carlin, 1983",37,"gCGCD","Sadie at the Backdoor"
"David","Brody, 1985",137,"gDGBD","Sail Away Ladies"
"John","Burke, 1968",16,"gDGCD","Sail Away Ladies"
"Larry","Peterson, NA",40,"fDGCD","Sail Away Ladies"
"David","Brody, 1985",139,"gCGCD","Sailor's Bonnet, The"
"Ken_2","Perlman, 1989",170,"gDGBD","Sailor's Hornpipe"
"Mel_Bay_1","Schmitz/Slater, 1994",18,"gDGBD","Sailor's Hornpipe"
"Ken_5","Perlman, 2004",183,"gDGBD","Sailor's Wife, The"
"David","Brody, 1985",140,"gCGCD","Saint Anne's Reel"
