"Book ID","Citation","Page","Tuning","Title"
"John","Burke, 1968",67,"gCGCD","Saint Anne's Reel"
"Larry","Peterson, NA",60,"gCGCD","Saint Anne's Reel"
"Brad_1","Leftwich, 1999",82,"gCGCD","Sally Ann"
"David","Brody, 1985",142,"gCGCD","Sally Ann"
"John","Burke, 1968",15,"gDGBD","Sally Ann"
"Ken_2","Perlman, 1989",99,"gDGBD","Sally Ann"
"Miles","Krassen, 1974",24,"gCGCD","Sally Ann"
"Tim","Jumper, 1977",25,"gDGBD","Sally Ann"
"Tim_2","Jumper, 1984",143,"gDGBD","Sally Ann"
"Brad_1","Leftwich, 1999",84,"gCGCD","Sally Ann (Old Time)"
"Ken_5","Perlman, 2004",187,"gDGBD","Sally Gardens"
"Art_1","Rosenbaum, 1981",30,"gCGCD","Sally Goodin"
"David","Brody, 1985",142,"gDGBD","Sally Goodin'"
"Larry","Peterson, NA",28,"gDGBD","Sally Goodin'"
"Tim_2","Jumper, 1984",145,"gDGBD","Sally Goodin'"
"John","Burke, 1968",57,"gCGCD","Sally in the Garden"
"Mel_Bay_1","Schmitz/Slater, 1994",43,"gDGCD","Sally in the Garden"
,,,,"Sally Johnson (see Katy Hill)"
"Ken_5","Perlman, 2004",26,"gDGBD","Sally's in the Garden Siftin' Sand"
"Ken_2","Perlman, 1989",147,"gDGBD","Salt Creek"
"Larry","Peterson, NA",31,"gDGBD","Salt Creek"
"Ken_1","Perlman, 1979",36,"gDGBD","Salt River"
"Miles","Krassen, 1974",59,"gDGBD","Salt River"
"Tim_2","Jumper, 1984",124,"gDGBD","Salty Dog Blues"
"Ken_5","Perlman, 2004",79,"gDGBD","Sandy Boys"
"Art_1","Rosenbaum, 1981",41,"gDGDE","Sandy River"
"David","Brody, 1985",144,"fCFCD","Sandy River Belle"
"John","Burke, 1968",72,"gDGBD","Sandy River Belle"
"Ken_1","Perlman, 1979",25,"gDGBD","Sandy River Belle"
"Larry","Peterson, NA",19,"gDGBD","Sandy River Belle"
"Tim","Jumper, 1977",43,"gDGBD","Sandy River Belle"
"Tim_2","Jumper, 1984",164,"gDGBD","Sandy River Belle"
"Miles","Krassen, 1974",52,"gEADE","Sandy River Belles"
"Mel_Bay_1","Schmitz/Slater, 1994",41,"gDGCD","Santa Ana's Retreat"
"David","Brody, 1985",144,"gDGCD","Santa Anna's Retreat"
"Mel_Bay_1","Schmitz/Slater, 1994",52,"gDGBD","Santa Claus Come and Gone"
"Tim_2","Jumper, 1984",201,"gDGA#D","Santy Anno"
"Brad_1","Leftwich, 1999",85,"gCGCD","Say Darlin' Say"
"Ken_2","Perlman, 1989",110,"gCGCD","Say Darlin' Say"
"Bob","Carlin, 1983",38,"fA#FA#C","Say Darling Say"
"Ken_5","Perlman, 2004",77,"gDGBD","Scartaglen Polka"
"Ken_5","Perlman, 2004",114,"gDGBD","Schottishe a Eric Montbel"
"Mel_Bay_1","Schmitz/Slater, 1994",13,"gDGBD","Scotland the Brave"
"Tim_2","Jumper, 1984",189,"gDGBD","Scotland the Brave"
"Mel_Bay_1","Schmitz/Slater, 1994",83,"gCGCD","Scotsman over the Border"
"Ken_2","Perlman, 1989",77,"gCGCD","Sean Ryan's Polka"
"Ken_5","Perlman, 2004",40,"gCGCD","Sean Ryan's Polka"
"Mel_Bay_1","Schmitz/Slater, 1994",82,"gCGCD","Sean Ryan's Polka"
"Art_1","Rosenbaum, 1981",47,"gDGBD","Seneca Square Dance"
"Ken_5","Perlman, 2004",25,"gDGBD","Seneca Square Dance"
"Art_2","Rosenbaum, 1968",13,"gCGCD","Shady Grove"
"Bob","Carlin, 1983",39,"gDGCD","Shady Grove"
"Ken_1","Perlman, 1979",17,"gDGCD","Shady Grove"
"Larry","Peterson, NA",69,"gCGCD","Shady Grove"
"Larry","Peterson, NA",42,"gDGCD","Shady Grove"
"Mel_Bay_1","Schmitz/Slater, 1994",47,"gDGCD","Shady Grove"
"Mel_Bay_1","Schmitz/Slater, 1994",48,"gDGCD","Shady Grove"
"Mel_Bay_2","Muller/Koehler, 1973",31,"gDGCD","Shady Grove"
"Miles","Krassen, 1974",30,"gDGCD","Shady Grove"
"Tim_2","Jumper, 1984",75,"gDGCD","Shady Grove"
"Wayne_1","Erbsen, 2004",44,"gDGCD","Shady Grove"
"Wayne_2","Erbsen, 1995",84,"gDGCD","Shady Grove"
"David","Brody, 1985",145,"gDGBD","Shady Grove I"
"David","Brody, 1985",145,"gDGCD","Shady Grove II"
"Tim_2","Jumper, 1984",272,"gDGA#D","Shalom Chaverim"
"Ken_4","Perlman, 1996",33,"gCGCD","Shebeg Agus Shemore"
"Mel_Bay_1","Schmitz/Slater, 1994",99,"gCGCD","Sheebag Sheemore"
"David","Brody, 1985",146,"gDGBD","Sheehan's Reel"
"Ken_3","Perlman, NA",17,"gDGBD","Sheehan's Reel"
"Ken_5","Perlman, 2004",186,"gDGBD","Sheehan's Reel"
"Tim_2","Jumper, 1984",39,"gDGBD","She'll Be Comin' Round the Mountain"
"Ken_5","Perlman, 2004",57,"gDGBD","Shenandoah Falls"
"Mel_Bay_1","Schmitz/Slater, 1994",34,"gCGCE","She's Like the Swallow"
"David","Brody, 1985",148,"gCGCD","Ship in the Clouds"
"Tim_2","Jumper, 1984",232,"aDF#AD","Ship that Never Returned, The"
"David","Brody, 1985",148,"gDGBD","Ships Are Sailing"
"Ken_1","Perlman, 1979",76,"gCGCD","Ships Are Sailing"
"David","Brody, 1985",149,"gDGBD","Shoot the Turkey Buzzard"
"David","Brody, 1985",149,"gCGCD","Shooting Creek"
"Mel_Bay_2","Muller/Koehler, 1973",20,"gDGBD","Shortenin' Bread"
"Brad_1","Leftwich, 1999",53,"gDGBD","Shortnin' Bread"
"Miles","Krassen, 1974",60,"gDGBD","Shortnin' Bread"
"Tim_2","Jumper, 1984",44,"gDGBD","Shortnin' Bread"
"Wayne_1","Erbsen, 2004",52,"fDGCD","Shortnin' Bread"
"Ken_5","Perlman, 2004",15,"gDGBD","Sid Baglole's Tune"
"Tim_2","Jumper, 1984",227,"gDGBD","Sidewalks of New York, The"
"Mel_Bay_1","Schmitz/Slater, 1994",131,"gCGCD","Siege of Ennis"
"Tim_2","Jumper, 1984",284,"gDGBD","Silent Night"
"Mel_Bay_1","Schmitz/Slater, 1994",135,"gCGCD","Simple Gifts"
"Mel_Bay_2","Muller/Koehler, 1973",40,"gDGBD","Simple Gifts"
"Tim_2","Jumper, 1984",265,"gDGBD","Simple Gifts"
"Tim_2","Jumper, 1984",263,"gDGBD","Sinner Man"
"Mel_Bay_2","Muller/Koehler, 1973",51,"gDGBD","Skillet Good 'n Greasy"
"Larry","Peterson, NA",12,"gDGBD","Skip to My Lou"
"Pete","Seeger, 1962",12,"gCGBD","Skip to My Lou"
"Pete","Seeger, 1962",18,"gCGBD","Skip to My Lou"
"Tim_2","Jumper, 1984",144,"gDGBD","Skip to My Lou"
"Mel_Bay_1","Schmitz/Slater, 1994",25,"gDGBD","Slater's Hornpipe"
"Mel_Bay_1","Schmitz/Slater, 1994",123,"gDGCD","Sleep Sounda Ida Mourin'"
"David","Brody, 1985",151,"gCGCD","Sleeping Lulu"
"Tim_2","Jumper, 1984",198,"gCGBD","Sloop John B., The"
"David","Brody, 1985",152,"gCGCD","Smash the Windows"
"Art_1","Rosenbaum, 1981",66,"gDGBD","Smokey Mountain Cass Moore's Tune"
"Dan_1","Levenson, 2000",31,"gCGCD","Snake River Reel"
"John","Burke, 1968",92,"gCGCE","Snowdrop"
,,,,"Soldier with a.. (see Red Haired Boy)"
"Brad_1","Leftwich, 1999",86,"gCGCD","Soldiers Joy"
"Art_1","Rosenbaum, 1981",37,"gCGCD","Soldier's Joy"
"Dan_2","Levenson, 2003",68,"gCGCD","Soldier's Joy"
"David","Brody, 1985",153,"gCGCD","Soldier's Joy"
"John","Burke, 1968",52,"gCGCD","Soldier's Joy"
"Ken_2","Perlman, 1989",116,"gCGCD","Soldier's Joy"
"Ken_2","Perlman, 1989",64,"gDGBD","Soldier's Joy"
"Larry","Peterson, NA",62,"gCGCD","Soldier's Joy"
"Mel_Bay_2","Muller/Koehler, 1973",67,"gCGCD","Soldier's Joy"
"Miles","Krassen, 1974",22,"gCGCD","Soldier's Joy"
"Tim_2","Jumper, 1984",165,"gCGCD","Soldier's Joy"
"Wayne_2","Erbsen, 1995",89,"gCGCD","Soldier's Joy"
"Mel_Bay_1","Schmitz/Slater, 1994",50,"gDGBD","Sometimes I Drink Whiskey"
"Ken_4","Perlman, 1996",32,"gCGCD","Sonny's Mazurka"
"Mel_Bay_1","Schmitz/Slater, 1994",116,"gCGCD","Sonny's Mazurka"
"Art_2","Rosenbaum, 1968",15,"gDGBD","Sourwood Mountain"
"Brad_1","Leftwich, 1999",54,"gDGBD","Sourwood Mountain"
"John","Burke, 1968",14,"gDGBD","Sourwood Mountain"
"Tim","Jumper, 1977",24,"gDGBD","Sourwood Mountain"
"Tim_2","Jumper, 1984",35,"gDGBD","Sourwood Mountain"
"Tim_2","Jumper, 1984",207,"gDGBD","South Australia"
"David","Brody, 1985",155,"fCFCD","Southwind"
"Mel_Bay_1","Schmitz/Slater, 1994",62,"gDGBD","Southwind"
"Tim_2","Jumper, 1984",267,"gDGBD","Sowing on the Mountain"
"Art_1","Rosenbaum, 1981",89,"gDGBD","Spanish Fandango"
"John","Burke, 1968",90,"gCGCE","Spanish Fandango"
"John","Burke, 1968",91,"gDGBD","Spanish Fandango"
"Ken_5","Perlman, 2004",107,"gCGCE","Spanish Fandango"
"Ken_4","Perlman, 1996",10,"gCGCD","Spanish Lady, The"
"David","Brody, 1985",156,"gDGBD","Speed the Plough"
"Tim_2","Jumper, 1984",166,"gDGBD","Speed the Plough"
"Ken_4","Perlman, 1996",28,"gDGBD","Speed the Plow"
"Mel_Bay_1","Schmitz/Slater, 1994",16,"gDGBD","Speed the Plow"
"Ken_5","Perlman, 2004",23,"gDGBD","Spoodis Skeery"
"Bob","Carlin, 1983",40,"gCGCD","Spotted Pony, The"
"Dan_2","Levenson, 2003",57,"gCGCD","Spotted Pony, The"
"Tim_2","Jumper, 1984",204,"gDGBD","Squid-Jigging Ground, The"
"Mel_Bay_1","Schmitz/Slater, 1994",126,"gDGBD","St. Kilda Wedding"
"Mel_Bay_1","Schmitz/Slater, 1994",129,"gDGBD","St. Martinmas Time"
"David","Brody, 1985",157,"gDGBD","Star above the Garter, The"
"Mel_Bay_1","Schmitz/Slater, 1994",27,"gDGCD","Star of the County Down"
"Wayne_2","Erbsen, 1995",95,"gDGCD","State of Arkansas, The"
"David","Brody, 1985",157,"gCGCD","Staten Island"
"Ken_4","Perlman, 1996",17,"gCGCD","Staten Island Hornpipe"
"Larry","Peterson, NA",66,"gCGCD","Staten Island Hornpipe"
"Mel_Bay_1","Schmitz/Slater, 1994",16,"gCGCD","Staten Island Hornpipe"
"Brad_1","Leftwich, 1999",55,"gDGBD","Stay All Night"
"Ken_3","Perlman, NA",20,"gDGBD","Stella's Trip to Kamloops"
"Brad_1","Leftwich, 1999",87,"gCGCD","Stillhouse"
"David","Brody, 1985",160,"gDGBD","Stoney Point"
"Miles","Krassen, 1974",50,"gEADE","Stoney Point"
"Art_1","Rosenbaum, 1981",57,"gDGCD","Stony Point"
"Ken_2","Perlman, 1989",101,"fCFCD","Stony Point"
"Ken_3","Perlman, NA",5,"gDGBD","Stool of Repentance, The"
"Tim_2","Jumper, 1984",127,"gDGBD","Sugar Babe (not Red Rocking Chair)"
"Mel_Bay_2","Muller/Koehler, 1973",52,"eEABD","Sugar Babe (Red Rocking Chair)"
"Wayne_1","Erbsen, 2004",40,"gDGCD","Sugar Babe (Red Rocking Chair)"
"Wayne_2","Erbsen, 1995",77,"gDGCD","Sugar Babe (Red Rocking Chair)"
"Brad_1","Leftwich, 1999",88,"gCGCD","Sugar Hill"
"David","Brody, 1985",161,"gCGCD","Sugar Hill"
"Tim_2","Jumper, 1984",36,"gDGBD","Sugar Hill"
"Wayne_1","Erbsen, 2004",27,"gCGCD","Sugar Hill"
"David","Brody, 1985",162,"fCFCD","Sugar in the Gourd"
"Ken_2","Perlman, 1989",182,"gDGBD","Sugar in the Gourd"
"Mel_Bay_2","Muller/Koehler, 1973",71,"gDGBD","Sugar in the Gourd"
"Bob","Carlin, 1983",41,"gCGCD","Sullivan's Hollow"
"Brad_1","Leftwich, 1999",89,"gCGCD","Susanna Gal"
"Mel_Bay_1","Schmitz/Slater, 1994",61,"gCGCD","Swaggering Jig"
"David","Brody, 1985",163,"gDGBD","Swallow Tail Jig, The"
"David","Brody, 1985",162,"gDGCD","Swallow's Tail Reel, The"
"Ken_1","Perlman, 1979",81,"gDGBD","Swallowtail Jig, The"
"Ken_4","Perlman, 1996",30,"gDGCD","Swallowtail Reel"
"Mel_Bay_1","Schmitz/Slater, 1994",86,"gDGBD","Swanee River"
"Wayne_1","Erbsen, 2004",54,"gCGCD#","Swannanoa Tunnel"
"Tim_2","Jumper, 1984",90,"gDGBD","Sweet Betsy from Pike"
"Art_1","Rosenbaum, 1981",65,"gDGBD","Sweet Nora Lee"
,,,,"Sweet Sixteen (see Too Young to Marry)"
"Brad_1","Leftwich, 1999",56,"gDGBD","Sweet Sunny South"
"Wayne_1","Erbsen, 2004",42,"gDGCD","Sweet Sunny South"
"David","Brody, 1985",163,"gDGBD","Swinging on a Gate"
"Ken_1","Perlman, 1979",70,"gCGCD","Tailor's Twist, The"
"Tim_2","Jumper, 1984",226,"gDGBD","Take Me out to the Ball Game"
"Mel_Bay_1","Schmitz/Slater, 1994",89,"gDGCD","Tar Road to Sligo"
"David","Brody, 1985",164,"gDGBD","Tarbolton Reel"
"David","Brody, 1985",165,"gDGBD","Tater Patch"
"Mel_Bay_1","Schmitz/Slater, 1994",45,"gDGCD","Tater Patch"
"Brad_1","Leftwich, 1999",57,"gDGBD","Tater Patch Tune, The"
"Ken_5","Perlman, 2004",85,"gDGBD","Tea Garden's Jig"
"Art_1","Rosenbaum, 1981",49,"gDGBD","Teetotaler's Fancy"
"Miles","Krassen, 1974",51,"gEADE","Teetotaller"
"David","Brody, 1985",166,"gDGBD","Temperance Reel"
"Ken_1","Perlman, 1979",72,"gDGBD","Temperance Reel"
"Larry","Peterson, NA",20,"gDGBD","Temperance Reel"
"Mel_Bay_1","Schmitz/Slater, 1994",64,"gDGBD","Temperance Reel"
"Mel_Bay_2","Muller/Koehler, 1973",82,"gDGBD","Temperance Reel"
,,,,"Tempy (see Mole in the Ground)"
"Art_1","Rosenbaum, 1981",44,"f#DF#AD","Tennessee Line Hard Times"
"Ken_1","Perlman, 1979",93,"gCGCD","Tenor Chorale Theme (Bach)"
"Ken_2","Perlman, 1989",150,"gDGCD","Tenpenny Bit, The"
"David","Brody, 1985",168,"gCGCD","Texas Gales"
"Ken_2","Perlman, 1989",177,"gCGCE","Texas Gales"
"Dan_1","Levenson, 2000",32,"gCGCD","Texas Gals"
"John","Burke, 1968",78,"gCGCD","Texas Quickstep"
"Art_1","Rosenbaum, 1981",81,"gCGBE","Texas Rangers"
"Pete","Seeger, 1962",12,"gCGBD","The Blue Tailed Fly"
"Wayne_1","Erbsen, 2004",36,"gDGCD","The Cuckoo"
,,,,"There was an.. (see Red Haired Boy)"
"Brad_1","Leftwich, 1999",91,"gCGCD","They Say That It's Sinful to Flirt"
"John","Burke, 1968",27,"gCGCD","Three Butchers, The"
"Dan_1","Levenson, 2000",33,"gDGBD","Three Thin Dimes"
"David","Brody, 1985",169,"gDGBD","Three Thin Dimes"
"Mel_Bay_1","Schmitz/Slater, 1994",134,"gCGCD","Tiki Tiki La"
"Dan_1","Levenson, 2000",34,"f#DADE","Tilden"
"David","Brody, 1985",170,"gDGBD","Timour the Tartar"
"Ken_5","Perlman, 2004",21,"gCGCD","Tina's Schottische"
"Bob","Carlin, 1983",43,"fA#FCD","Tippy, Get Your Haircut"
"Tim_2","Jumper, 1984",51,"gDGBD","To the Begging I Will Go"
"David","Brody, 1985",171,"gCGCD","Tobin's Jig"
"Mel_Bay_1","Schmitz/Slater, 1994",73,"gDGCD","Tom Billey's Jig"
"Tim","Jumper, 1977",20,"gDGBD","Tom Dooley"
"Tim_2","Jumper, 1984",103,"gDGBD","Tom Dooley"
"Ken_2","Perlman, 1989",94,"gCGCD","Tomorrow Is Another Day"
"David","Brody, 1985",172,"gCGCD","Too Young to Marry"
"John","Burke, 1968",76,"gCGCD","Too Young to Marry"
"Ken_2","Perlman, 1989",126,"gCGCD","Too Young to Marry"
"Miles","Krassen, 1974",76,"gCGCD","Too Young to Marry"
"Tim_2","Jumper, 1984",167,"gCGCD","Too Young to Marry"
"Mel_Bay_1","Schmitz/Slater, 1994",140,"gCGCD","Top of Cork Road, The"
"David","Brody, 1985",173,"gDGBD","Toss the Feathers"
"Mel_Bay_1","Schmitz/Slater, 1994",105,"gCGCD","Touch Stone"
"Ken_3","Perlman, NA",16,"gDGBD","Traditional Stathspey"
"Brad_1","Leftwich, 1999",58,"gDGBD","Train on the Island"
"Ken_4","Perlman, 1996",10,"gDGCD","Tralee Gaol"
"Bob","Carlin, 1983",44,"fDGCD","Trouble"
"David","Brody, 1985",173,"gCGCD","Trude Evans"
,,,,"Tumblin' Gap (see Cumberland Gap)"
"Art_1","Rosenbaum, 1981",62,"gCGBD","Turkey in the Straw"
"John","Burke, 1968",70,"gCGCE","Turkey in the Straw"
"Ken_2","Perlman, 1989",154,"gCGCD","Turkey in the Straw"
"Ken_2","Perlman, 1989",62,"gDGBD","Turkey in the Straw"
"Ken_5","Perlman, 2004",160,"gCGBD","Turkey in the Straw"
"Larry","Peterson, NA",52,"gCGCD","Turkey in the Straw"
"Mel_Bay_1","Schmitz/Slater, 1994",24,"gDGBD","Turkey in the Straw"
"Tim_2","Jumper, 1984",132,"gCGCE","Turkey in the Straw"
"Ken_5","Perlman, 2004",185,"gDGBD","Twin Sisters, The"
,,,,"Two Dollar Bill (see Long Journey Home)"
"Ken_5","Perlman, 2004",56,"gDGBD","Two Pathways"
"Ken_5","Perlman, 2004",115,"f#BEAD","Two Rivers"
,,,,"Uncle Joe (see Ms McLeod's Reel)"
,,,,"Union Maid (see Red Wing)"
"Ken_5","Perlman, 2004",187,"gCGCD","Upper Denton Hornpipe"
"Ken_2","Perlman, 1989",158,"gDGBD","Upton-on-Severn Stick Dance, The"
"Tim","Jumper, 1977",34,"gDGBD","Wabash Cannonball, The"
"Tim_2","Jumper, 1984",114,"gDGBD","Wabash Cannonball, The"
"Bob","Carlin, 1983",46,"gCGCD","Waiting for Nancy"
"Ken_2","Perlman, 1989",103,"gCGCD","Waiting for Nancy"
"John","Burke, 1968",69,"gDGBD","Wake Up Suzan"
"David","Brody, 1985",174,"gCGCD","Walkin' in the Parlor"
"Dwight","Diller, Web",,"gCGCD","Walkin' in the Parlor"
"Brad_1","Leftwich, 1999",61,"gDGBD","Walking in My Sleep"
,,,,"Walking in the Parlor (see Rochester Schottische)"
"Ken_2","Perlman, 1989",152,"gCGCD","Wall Street Strut, The"
"Mel_Bay_1","Schmitz/Slater, 1994",35,"gCGCD","Waltzing over the Waterfall"
"Mel_Bay_1","Schmitz/Slater, 1994",100,"gDGBD","Wassail Wassail"
"Art_1","Rosenbaum, 1981",26,"gDGBD","Waterbound"
"Mel_Bay_2","Muller/Koehler, 1973",32,"gDGBD","Waterbound"
"Tim","Jumper, 1977",37,"gDGBD","Waterbound"
"Tim_2","Jumper, 1984",42,"gDGBD","Waterbound"
"Art_2","Rosenbaum, 1968",72,"gCGCE","Way Down the Old Plank Road"
"Tim_2","Jumper, 1984",45,"gDGBD","Way Down the Old Plank Road"
,,,,"Wayfaring Pilgrim (see Wayfaring Stranger)"
"Tim_2","Jumper, 1984",268,"gDGA#D","Wayfaring Stranger"
"Ken_5","Perlman, 2004",188,"gDGBD","Waynesboro"
"Ken_1","Perlman, 1979",24,"gCGCD","Ways of the World, The"
"Tim_2","Jumper, 1984",279,"gDGBD","We Wish You a Merry Christmas"
"Larry","Peterson, NA",17,"gDGBD","Weave & Way"
"David","Brody, 1985",175,"gCGCD","Weavers, The"
"Mel_Bay_2","Muller/Koehler, 1973",45,"gCGCC","Weevily Wheat"
"Mel_Bay_1","Schmitz/Slater, 1994",23,"gCGCD","Weiser Tune"
"Dan_2","Levenson, 2003",70,"gCGCD","west fork Gals"
"David","Brody, 1985",176,"gCGCD","West Fork Gals"
"Ken_1","Perlman, 1979",34,"gCGCD","West Fork Gals"
"Miles","Krassen, 1974",19,"gCGCD","West Fork Girls"
"Mel_Bay_1","Schmitz/Slater, 1994",44,"gDGCD","West Virginia Gals"
"Miles","Krassen, 1974",34,"gDGCD","West Virginia Girls"
"David","Brody, 1985",176,"gCGCD","Western Country"
"Larry","Peterson, NA",46,"gCGBD","Western Country"
"Miles","Krassen, 1974",27,"gCGCD","Western Country"
"Ken_5","Perlman, 2004",182,"gDGBD","Westphalia Waltz"
"Ken_5","Perlman, 2004",182,"gCGCD","Whalen's Breakdown"
"Tim_2","Jumper, 1984",205,"gDGBD","What Do You Do with a Drunken Sailor"
"John","Burke, 1968",89,"gCGBD","What Is Home Without Babies"
"Ken_2","Perlman, 1989",35,"gDGBD","When the Saints Come Marchin' In"
"Ken_2","Perlman, 1989",38,"gDGBD","When the Saints Come Marchin' In"
"Tim","Jumper, 1977",15,"gDGBD","When the Saints Go Marching In"
"Tim_2","Jumper, 1984",270,"gDGBD","When the Saints Go Marching In"
"Tim_2","Jumper, 1984",238,"gDGBD","When You and I Were Young, Maggie"
"Wayne_2","Erbsen, 1995",110,"gCGCD","When You and I Were Young, Maggie"
"Bob","Carlin, 1983",47,"gCGCD","Where Did You Get that Hat"
"Mel_Bay_1","Schmitz/Slater, 1994",63,"gDGBD","Where the Aubeg Flows"
"David","Brody, 1985",177,"gCGCD","Whiskey before Breakfast"
"Ken_1","Perlman, 1979",51,"gCGCD","Whiskey before Breakfast"
"Larry","Peterson, NA",59,"gCGCD","Whiskey before Breakfast"
"Tim_2","Jumper, 1984",54,"gDGBD","Whiskey in the Jar"
"Tim_2","Jumper, 1984",195,"gDGBD","Whiskey, Johnny"
"David","Brody, 1985",178,"fCFCD","Whistling Rufus"
"John","Burke, 1968",81,"gDGBD","Whistling Rufus"
"Ken_5","Perlman, 2004",77,"gCGCD","White Cockade, The"
"Mel_Bay_1","Schmitz/Slater, 1994",113,"gDGBD","White Cockade, The"
"Tim_2","Jumper, 1984",107,"f#DF#AD","Wild Bill Jones"
"Wayne_1","Erbsen, 2004",34,"gDGCD","Wild Bill Jones"
"Tim_2","Jumper, 1984",52,"gDGBD","Wild Colonial Boy, The"
,,,,"Wild Horses at ... (see Stony Point)"
"Dan_1","Levenson, 2000",35,"gDGBD","Wild Horses at Stoney Point"
"John","Burke, 1968",61,"gDGCD","Wild Horses at Stoney Point"
"Tim_2","Jumper, 1984",50,"gDGBD","Wild Rover, The"
"Ken_2","Perlman, 1989",53,"gDGBD","Wildwood Flower"
"Mel_Bay_1","Schmitz/Slater, 1994",50,"gCGCD","Wildwood Flower"
"Tim","Jumper, 1977",29,"gDGBD","Wildwood Flower"
"Tim_2","Jumper, 1984",74,"gDGBD","Wildwood Flower"
"Wayne_1","Erbsen, 2004",50,"gDGBD","Wildwood Flower"
"Tim_2","Jumper, 1984",258,"gDGBD","Will the Circle Be Unbroken?"
"Ken_5","Perlman, 2004",99,"gCGCD","Willafjord"
"Mel_Bay_1","Schmitz/Slater, 1994",132,"gDGBD","Willie Moore"
"Mel_Bay_2","Muller/Koehler, 1973",36,"gDGBD","Willie Moore"
"David","Brody, 1985",179,"gCGCD","Wind that Shakes the Barley"
"John","Burke, 1968",68,"gCGCD","Wind that Shakes the Barley"
"Ken_4","Perlman, 1996",26,"gCGCD","Wind that Shakes the Barley"
"Mel_Bay_2","Muller/Koehler, 1973",68,"gCGCD","Wind that Shakes the Barley"
"Miles","Krassen, 1974",75,"gCGCD","Wind that Shakes the Barley"
"Mel_Bay_2","Muller/Koehler, 1973",70,"gDGCD","Winkin' Eye"
"Ken_5","Perlman, 2004",166,"gCGCE","Wolves Howling"
"Tim_2","Jumper, 1984",188,"gDGBD","Work of the Weavers, The"
"Ken_2","Perlman, 1989",48,"gDGBD","Worried Man"
"Tim_2","Jumper, 1984",126,"gDGBD","Worried Man Blues"
"Brad_1","Leftwich, 1999",92,"gCGCD","Wreck of the Old 97"
"Tim_2","Jumper, 1984",99,"gDGBD","Yankee Doodle"
"Tim_2","Jumper, 1984",247,"gDGBD","Yankee Doodle Boy, The"
"Dan_1","Levenson, 2000",36,"gCGCD","Year of Jubilo, The"
"Dan_2","Levenson, 2003",71,"gCGCD","Year of Jubilo, The"
"Ken_1","Perlman, 1979",32,"gCGCD","Year of Jubilo, The"
"Brad_1","Leftwich, 1999",93,"gCGCD","Yellow Rose of Texas"
"Ken_2","Perlman, 1989",61,"gDGBD","Yellow Rose of Texas"
"Mel_Bay_1","Schmitz/Slater, 1994",133,"gCGCD","Yellow Rose of Texas"
"Ken_5","Perlman, 2004",33,"gGDGD","Yew Pine Mountains"
"Tim_2","Jumper, 1984",79,"gDGBD","You Are My Sunshine"
"David","Brody, 1985",180,"gDGBD","You Married My Daughter and yet You Didn't"
"Ken_3","Perlman, NA",14,"gDGBD","You Married My Daughter and Yet You Didn't"
"Dan_1","Levenson, 2000",37,"eCGCD","Young Guns and Miners"
"John","Burke, 1968",58,"gCGCD","Young Man Who Wouldn't Hoe Corn, The"
"Tim_2","Jumper, 1984",170,"gDGBD","Young Roddy McCorley"
"Tim_2","Jumper, 1984",248,"gDGBD","You're a Grand Old Flag"
